CourseNumber,Title,MinCredit,MaxCredit,Description 
ENGL 205A   ,Nonfiction III,-1,5.0,"(HP)  Advanced development of writing, constructive analysis and revision skills in creative nonfiction.  Advanced techniques of fiction, poetry and drama will be applied to nonfiction and techniques of constructive criticism will be applied to the developing stages of the nonfiction writing.  Students will apply a wide variety of writing techniques and critical perceptions to subjects of their own selection. Assesses Core Learning Outcomes 2, 3."
ENGL 206OL  ,Poetry III,-1,5.0,"(HP)  Advanced development of writing, constructive analysis and revision skills in poetry. Assesses Core Learning Outcomes 2, 3."
ENGL 208A   ,Fiction III,-1,5.0,"(HP)  Advanced development of writing, constructive analysis and revision skills in fiction. Assesses Core Learning Outcomes 2, 3."
ENGL 208HY  ,Fiction III,-1,5.0,"(HP)  Advanced development of writing, constructive analysis and revision skills in fiction. Assesses Core Learning Outcomes 2, 3."
ENGL 251A   ,Myth and Literature of Greece and Rome,-1,5.0,"(H)  Study of major literary works of ancient Greece and Rome. Assesses Core Learning Outcomes 2, 3."
ENGL& 101A   ,English Composition I,-1,5.0,"(C)  Writing clear, unified, coherent, and well-developed essays of increasing complexity with an emphasis on critical thinking skills.  Essays may be about literary or nonliterary texts, or they may rely upon such texts as points of departure for discussion.  (Specific sections marked ENGL& 101D fulfill the diversity requirement for associate degrees.) Assesses Core Learning Outcomes 2, 3."
ENGL& 101AC  ,English Composition I,-1,5.0,"(C)  Writing clear, unified, coherent, and well-developed essays of increasing complexity with an emphasis on critical thinking skills.  Essays may be about literary or nonliterary texts, or they may rely upon such texts as points of departure for discussion.  (Specific sections marked ENGL& 101D fulfill the diversity requirement for associate degrees.) Assesses Core Learning Outcomes 2, 3."
ENGL& 101E   ,English Composition I,-1,5.0,"(C)  Writing clear, unified, coherent, and well-developed essays of increasing complexity with an emphasis on critical thinking skills.  Essays may be about literary or nonliterary texts, or they may rely upon such texts as points of departure for discussion.  (Specific sections marked ENGL& 101D fulfill the diversity requirement for associate degrees.) Assesses Core Learning Outcomes 2, 3."
ENGL& 101G   ,English Composition I,-1,5.0,"(C)  Writing clear, unified, coherent, and well-developed essays of increasing complexity with an emphasis on critical thinking skills.  Essays may be about literary or nonliterary texts, or they may rely upon such texts as points of departure for discussion.  (Specific sections marked ENGL& 101D fulfill the diversity requirement for associate degrees.) Assesses Core Learning Outcomes 2, 3."
ENGL& 101H   ,English Composition I,-1,5.0,"(C)  Writing clear, unified, coherent, and well-developed essays of increasing complexity with an emphasis on critical thinking skills.  Essays may be about literary or nonliterary texts, or they may rely upon such texts as points of departure for discussion.  (Specific sections marked ENGL& 101D fulfill the diversity requirement for associate degrees.) Assesses Core Learning Outcomes 2, 3."
ENGL& 101HY  ,English Composition I,-1,5.0,"(C)  Writing clear, unified, coherent, and well-developed essays of increasing complexity with an emphasis on critical thinking skills.  Essays may be about literary or nonliterary texts, or they may rely upon such texts as points of departure for discussion.  (Specific sections marked ENGL& 101D fulfill the diversity requirement for associate degrees.) Assesses Core Learning Outcomes 2, 3."
ENGL& 101I   ,English Composition I,-1,5.0,"(C)  Writing clear, unified, coherent, and well-developed essays of increasing complexity with an emphasis on critical thinking skills.  Essays may be about literary or nonliterary texts, or they may rely upon such texts as points of departure for discussion.  (Specific sections marked ENGL& 101D fulfill the diversity requirement for associate degrees.) Assesses Core Learning Outcomes 2, 3."
ENGL& 101K   ,English Composition I,-1,5.0,"(C)  Writing clear, unified, coherent, and well-developed essays of increasing complexity with an emphasis on critical thinking skills.  Essays may be about literary or nonliterary texts, or they may rely upon such texts as points of departure for discussion.  (Specific sections marked ENGL& 101D fulfill the diversity requirement for associate degrees.) Assesses Core Learning Outcomes 2, 3."
ENGL& 101MO  ,English Composition I,-1,5.0,"(C)  Writing clear, unified, coherent, and well-developed essays of increasing complexity with an emphasis on critical thinking skills.  Essays may be about literary or nonliterary texts, or they may rely upon such texts as points of departure for discussion.  (Specific sections marked ENGL& 101D fulfill the diversity requirement for associate degrees.) Assesses Core Learning Outcomes 2, 3."
